record_id,record_name,source_id,source_type,total_fields,total_bytes,has_redefines,has_occurs
REC-RTNANA00_WS-FILLER-80,FILLER-80,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-WS-DETAIL-LINE,WS-DETAIL-LINE,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-WS-DTL-PROGRAM,WS-DTL-PROGRAM,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-FILLER-83,FILLER-83,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-WS-DTL-TOTAL,WS-DTL-TOTAL,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-FILLER-85,FILLER-85,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-WS-DTL-SUCCESS,WS-DTL-SUCCESS,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-FILLER-87,FILLER-87,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-WS-DTL-WARNING,WS-DTL-WARNING,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-FILLER-89,FILLER-89,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-WS-DTL-ERROR,WS-DTL-ERROR,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-FILLER-91,FILLER-91,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-WS-DTL-SEVERE,WS-DTL-SEVERE,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNANA00_WS-FILLER-93,FILLER-93,RTNANA00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-TIME,WS-CURRENT-TIME,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-DATE,WS-CURRENT-DATE,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-YEAR,WS-CURRENT-YEAR,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-MONTH,WS-CURRENT-MONTH,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-DAY,WS-CURRENT-DAY,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-HOURS,WS-CURRENT-HOURS,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-MINUTES,WS-CURRENT-MINUTES,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-SECONDS,WS-CURRENT-SECONDS,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-CURRENT-MILLISEC,WS-CURRENT-MILLISEC,RTNCDE00_WS,program_ws,1,0,False,False
REC-RTNCDE00_WS-WS-DB2-AREA,WS-DB2-AREA,RTNCDE00_WS,program_ws,1,0,False,False
REC-AUDPROC_WS-WS-FILE-STATUS,WS-FILE-STATUS,AUDPROC_WS,program_ws,1,0,False,False
REC-AUDPROC_WS-WS-FORMATTED-TIME,WS-FORMATTED-TIME,AUDPROC_WS,program_ws,1,0,False,False
REC-DB2CMT_WS-WS-SAVEPOINT-ID,WS-SAVEPOINT-ID,DB2CMT_WS,program_ws,1,0,False,False
REC-DB2CMT_WS-WS-COMMIT-STATS,WS-COMMIT-STATS,DB2CMT_WS,program_ws,1,0,False,False
REC-DB2CMT_WS-WS-COMMIT-COUNT,WS-COMMIT-COUNT,DB2CMT_WS,program_ws,1,0,False,False
REC-DB2CMT_WS-WS-ROLLBACK-COUNT,WS-ROLLBACK-COUNT,DB2CMT_WS,program_ws,1,0,False,False
REC-DB2CMT_WS-WS-SAVEPOINT-COUNT,WS-SAVEPOINT-COUNT,DB2CMT_WS,program_ws,1,0,False,False
REC-DB2CMT_WS-WS-CURRENT-TIMESTAMP,WS-CURRENT-TIMESTAMP,DB2CMT_WS,program_ws,1,0,False,False
REC-DB2CONN_WS-WS-DB-NAME,WS-DB-NAME,DB2CONN_WS,program_ws,1,0,False,False
REC-DB2CONN_WS-WS-PLAN-NAME,WS-PLAN-NAME,DB2CONN_WS,program_ws,1,0,False,False
REC-DB2CONN_WS-WS-CONNECTION-STATE,WS-CONNECTION-STATE,DB2CONN_WS,program_ws,1,0,False,False
REC-DB2CONN_WS-WS-CONNECTED,WS-CONNECTED,DB2CONN_WS,program_ws,1,0,False,False
REC-DB2CONN_WS-WS-DISCONNECTED,WS-DISCONNECTED,DB2CONN_WS,program_ws,1,0,False,False
REC-DB2CONN_WS-WS-RETRY-COUNT,WS-RETRY-COUNT,DB2CONN_WS,program_ws,1,0,False,False
REC-DB2CONN_WS-WS-MAX-RETRIES,WS-MAX-RETRIES,DB2CONN_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-ERRLOG-REC,WS-ERRLOG-REC,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-CURRENT-TIMESTAMP,WS-CURRENT-TIMESTAMP,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-FORMATTED-SQLCODE,WS-FORMATTED-SQLCODE,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-ERROR-CATEGORIES,WS-ERROR-CATEGORIES,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-DEADLOCK,WS-DEADLOCK,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-TIMEOUT,WS-TIMEOUT,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-CONNECTION-ERROR,WS-CONNECTION-ERROR,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-DUP-KEY,WS-DUP-KEY,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2ERR_WS-WS-NOT-FOUND,WS-NOT-FOUND,DB2ERR_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-STATS-RECORD,WS-STATS-RECORD,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-PROGRAM-ID,WS-PROGRAM-ID,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-START-TIME,WS-START-TIME,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-END-TIME,WS-END-TIME,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-ROWS-READ,WS-ROWS-READ,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-ROWS-INSERTED,WS-ROWS-INSERTED,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-ROWS-UPDATED,WS-ROWS-UPDATED,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-ROWS-DELETED,WS-ROWS-DELETED,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-COMMITS,WS-COMMITS,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-ROLLBACKS,WS-ROLLBACKS,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-CPU-TIME,WS-CPU-TIME,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-ELAPSED-TIME,WS-ELAPSED-TIME,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-CURRENT-TIMESTAMP,WS-CURRENT-TIMESTAMP,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-START-TIMESTAMP,WS-START-TIMESTAMP,DB2STAT_WS,program_ws,1,0,False,False
REC-DB2STAT_WS-WS-FORMATTED-TIME,WS-FORMATTED-TIME,DB2STAT_WS,program_ws,1,0,False,False
REC-ERRPROC_WS-WS-WORK-AREAS,WS-WORK-AREAS,ERRPROC_WS,program_ws,1,0,False,False
REC-ERRPROC_WS-WS-LOG-STATUS,WS-LOG-STATUS,ERRPROC_WS,program_ws,1,0,False,False
REC-ERRPROC_WS-WS-FORMATTED-TIME,WS-FORMATTED-TIME,ERRPROC_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-DB2-AREA,WS-DB2-AREA,CURSMGR_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-CURSOR-STATS,WS-CURSOR-STATS,CURSMGR_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-FETCH-COUNT,WS-FETCH-COUNT,CURSMGR_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-ROWS-FETCHED,WS-ROWS-FETCHED,CURSMGR_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-FETCH-TIME,WS-FETCH-TIME,CURSMGR_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-ARRAY-AREA,WS-ARRAY-AREA,CURSMGR_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-MAX-ROWS,WS-MAX-ROWS,CURSMGR_WS,program_ws,1,0,False,False
REC-CURSMGR_WS-WS-ARRAY-SIZE,WS-ARRAY-SIZE,CURSMGR_WS,program_ws,1,0,False,False
REC-DB2ONLN_WS-WS-DB2-AREA,WS-DB2-AREA,DB2ONLN_WS,program_ws,1,0,False,False
REC-DB2ONLN_WS-WS-POOL-STATS,WS-POOL-STATS,DB2ONLN_WS,program_ws,1,0,False,False
REC-DB2ONLN_WS-WS-TOTAL-CONNECTIONS,WS-TOTAL-CONNECTIONS,DB2ONLN_WS,program_ws,1,0,False,False
REC-DB2ONLN_WS-WS-ACTIVE-CONNECTIONS,WS-ACTIVE-CONNECTIONS,DB2ONLN_WS,program_ws,1,0,False,False
REC-DB2ONLN_WS-WS-AVAILABLE-CONNECTIONS,WS-AVAILABLE-CONNECTIONS,DB2ONLN_WS,program_ws,1,0,False,False
REC-DB2ONLN_WS-WS-MAX-CONNECTIONS,WS-MAX-CONNECTIONS,DB2ONLN_WS,program_ws,1,0,False,False
REC-DB2ONLN_WS-WS-ERROR-AREA,WS-ERROR-AREA,DB2ONLN_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-DB2-AREA,WS-DB2-AREA,DB2RECV_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-RECOVERY-STATS,WS-RECOVERY-STATS,DB2RECV_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-RETRY-COUNT,WS-RETRY-COUNT,DB2RECV_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-MAX-RETRIES,WS-MAX-RETRIES,DB2RECV_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-RETRY-INTERVAL,WS-RETRY-INTERVAL,DB2RECV_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-LAST-ERROR,WS-LAST-ERROR,DB2RECV_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-ERROR-AREA,WS-ERROR-AREA,DB2RECV_WS,program_ws,1,0,False,False
REC-DB2RECV_WS-WS-DB2-REQUEST,WS-DB2-REQUEST,DB2RECV_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-WS-ERROR-AREA,WS-ERROR-AREA,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-WS-DB2-AREA,WS-DB2-AREA,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-WS-ERRLOG-RECORD,WS-ERRLOG-RECORD,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-TIMESTAMP,LOG-TIMESTAMP,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-PROGRAM,LOG-PROGRAM,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-PARAGRAPH,LOG-PARAGRAPH,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-SQLCODE,LOG-SQLCODE,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-CICS-RESP,LOG-CICS-RESP,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-SEVERITY,LOG-SEVERITY,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-MESSAGE,LOG-MESSAGE,ERRHNDL_WS,program_ws,1,0,False,False
REC-ERRHNDL_WS-LOG-TRACE-ID,LOG-TRACE-ID,ERRHNDL_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-COMMAREA,WS-COMMAREA,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-DB2-AREA,WS-DB2-AREA,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-HISTORY-TABLE,WS-HISTORY-TABLE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-HISTORY-ENTRY,WS-HISTORY-ENTRY,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-TRANS-DATE,WS-TRANS-DATE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-TRANS-TYPE,WS-TRANS-TYPE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-TRANS-UNITS,WS-TRANS-UNITS,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-TRANS-PRICE,WS-TRANS-PRICE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-TRANS-AMOUNT,WS-TRANS-AMOUNT,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-FLAGS,WS-FLAGS,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-RESPONSE-CODE,WS-RESPONSE-CODE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-MORE-HISTORY,WS-MORE-HISTORY,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-MORE-ROWS,MORE-ROWS,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-NO-MORE-ROWS,NO-MORE-ROWS,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-ROW-COUNT,WS-ROW-COUNT,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-DB2-REQUEST,WS-DB2-REQUEST,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-DB2-REQUEST-TYPE,DB2-REQUEST-TYPE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-DB2-RESPONSE-CODE,DB2-RESPONSE-CODE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-DB2-CONNECTION-TOKEN,DB2-CONNECTION-TOKEN,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-DB2-ERROR-INFO,DB2-ERROR-INFO,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-DB2-SQLCODE,DB2-SQLCODE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-DB2-ERROR-MSG,DB2-ERROR-MSG,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-CURSOR-REQUEST,WS-CURSOR-REQUEST,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-CURS-REQUEST-TYPE,CURS-REQUEST-TYPE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-CURS-NAME,CURS-NAME,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-CURS-STMT,CURS-STMT,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-CURS-ARRAY-FETCH,CURS-ARRAY-FETCH,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-CURS-RESPONSE-CODE,CURS-RESPONSE-CODE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-CURS-DATA-AREA,CURS-DATA-AREA,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-CURS-DATA-LENGTH,CURS-DATA-LENGTH,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-WS-RECOVERY-REQUEST,WS-RECOVERY-REQUEST,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-REQUEST-TYPE,RECV-REQUEST-TYPE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-RESPONSE-CODE,RECV-RESPONSE-CODE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-SQLCODE,RECV-SQLCODE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-ERROR-INFO,RECV-ERROR-INFO,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-PROGRAM,RECV-PROGRAM,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-CURSOR,RECV-CURSOR,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-MESSAGE,RECV-MESSAGE,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-STATUS,RECV-STATUS,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-SUCCESS,RECV-SUCCESS,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-FAILED,RECV-FAILED,INQHIST_WS,program_ws,1,0,False,False
REC-INQHIST_WS-RECV-RETRY,RECV-RETRY,INQHIST_WS,program_ws,1,0,False,False
REC-INQONLN_WS-WS-COMMAREA,WS-COMMAREA,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-WS-FLAGS,WS-FLAGS,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-WS-END-OF-SESSION,WS-END-OF-SESSION,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SESSION-ACTIVE,SESSION-ACTIVE,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SESSION-TERMINATED,SESSION-TERMINATED,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-WS-RESPONSE-CODE,WS-RESPONSE-CODE,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-WS-ERROR-AREA,WS-ERROR-AREA,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-WS-SECURITY-REQUEST,WS-SECURITY-REQUEST,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SEC-REQUEST-TYPE,SEC-REQUEST-TYPE,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SEC-USER-ID,SEC-USER-ID,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SEC-RESOURCE-NAME,SEC-RESOURCE-NAME,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SEC-ACCESS-TYPE,SEC-ACCESS-TYPE,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SEC-RESPONSE-CODE,SEC-RESPONSE-CODE,INQONLN_WS,program_ws,1,0,False,False
REC-INQONLN_WS-SEC-ERROR-INFO,SEC-ERROR-INFO,INQONLN_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-COMMAREA,WS-COMMAREA,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-POSITION-RECORD,WS-POSITION-RECORD,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-DB2-POSITION,WS-DB2-POSITION,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-FLAGS,WS-FLAGS,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-RESPONSE-CODE,WS-RESPONSE-CODE,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-POSITION-FOUND,WS-POSITION-FOUND,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-POSITION-EXISTS,POSITION-EXISTS,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-NO-POSITION,NO-POSITION,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-MAP-FIELDS,WS-MAP-FIELDS,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-ACCOUNT-LABEL,WS-ACCOUNT-LABEL,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-FUND-LABEL,WS-FUND-LABEL,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-UNITS-LABEL,WS-UNITS-LABEL,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-COST-LABEL,WS-COST-LABEL,INQPORT_WS,program_ws,1,0,False,False
REC-INQPORT_WS-WS-VALUE-LABEL,WS-VALUE-LABEL,INQPORT_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-DB2-AREA,WS-DB2-AREA,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-SECURITY-AREA,WS-SECURITY-AREA,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-USER-ID,WS-USER-ID,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-TERMINAL-ID,WS-TERMINAL-ID,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-TRANSACTION-ID,WS-TRANSACTION-ID,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-PROGRAM-NAME,WS-PROGRAM-NAME,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-ACCESS-TYPE,WS-ACCESS-TYPE,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-TIMESTAMP,WS-TIMESTAMP,SECMGR_WS,program_ws,1,0,False,False
REC-SECMGR_WS-WS-ERROR-AREA,WS-ERROR-AREA,SECMGR_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-CONSTANTS,WS-CONSTANTS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-PROGRAM-NAME,WS-PROGRAM-NAME,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-SUCCESS,WS-SUCCESS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-ERROR,WS-ERROR,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-SWITCHES,WS-SWITCHES,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-FILE-STATUS,WS-FILE-STATUS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-SUCCESS-STATUS,WS-SUCCESS-STATUS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-DUP-STATUS,WS-DUP-STATUS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-EOF-STATUS,WS-EOF-STATUS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-INPUT-STATUS,WS-INPUT-STATUS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-INPUT-SUCCESS,WS-INPUT-SUCCESS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-INPUT-EOF,WS-INPUT-EOF,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-END-OF-FILE-SW,WS-END-OF-FILE-SW,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-END-OF-FILE,END-OF-FILE,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-NOT-END-OF-FILE,NOT-END-OF-FILE,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-WORK-AREAS,WS-WORK-AREAS,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-ADD-COUNT,WS-ADD-COUNT,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-ERROR-COUNT,WS-ERROR-COUNT,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-DUP-COUNT,WS-DUP-COUNT,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-RETURN-CODE,WS-RETURN-CODE,PORTADD_WS,program_ws,1,0,False,False
REC-PORTADD_WS-WS-CURRENT-DATE,WS-CURRENT-DATE,PORTADD_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-CONSTANTS,WS-CONSTANTS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-PROGRAM-NAME,WS-PROGRAM-NAME,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-SUCCESS,WS-SUCCESS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-ERROR,WS-ERROR,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-SWITCHES,WS-SWITCHES,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-FILE-STATUS,WS-FILE-STATUS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-SUCCESS-STATUS,WS-SUCCESS-STATUS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-REC-NOT-FND,WS-REC-NOT-FND,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-EOF-STATUS,WS-EOF-STATUS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-DEL-STATUS,WS-DEL-STATUS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-DEL-SUCCESS,WS-DEL-SUCCESS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-DEL-EOF,WS-DEL-EOF,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-AUD-STATUS,WS-AUD-STATUS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-AUD-SUCCESS,WS-AUD-SUCCESS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-END-OF-FILE-SW,WS-END-OF-FILE-SW,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-END-OF-FILE,END-OF-FILE,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-NOT-END-OF-FILE,NOT-END-OF-FILE,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-WORK-AREAS,WS-WORK-AREAS,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-DELETE-COUNT,WS-DELETE-COUNT,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-ERROR-COUNT,WS-ERROR-COUNT,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-NOT-FND-COUNT,WS-NOT-FND-COUNT,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-RETURN-CODE,WS-RETURN-CODE,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTDEL_WS-WS-TIMESTAMP,WS-TIMESTAMP,PORTDEL_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-CONSTANTS,WS-CONSTANTS,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-PROGRAM-NAME,WS-PROGRAM-NAME,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-SUCCESS,WS-SUCCESS,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-ERROR,WS-ERROR,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-ERROR-TEXT,WS-ERROR-TEXT,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-SWITCHES,WS-SWITCHES,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-PORT-STATUS,WS-PORT-STATUS,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-PORT-SUCCESS,PORT-SUCCESS,PORTMSTR_WS,program_ws,1,0,False,False
