field_id,record_id,field_name,qualified_name,level,normalized_type,length,decimal_places,signed,storage_type,pic_raw,is_filler,is_condition,occurs_max,shared_level,source_line
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-LAST-KEY,REC-CKPRST-CHECKPOINT-CONTROL,CK-LAST-KEY,CHECKPOINT-CONTROL.CK-POSITION.CK-LAST-KEY,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,25
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-LAST-TIME,REC-CKPRST-CHECKPOINT-CONTROL,CK-LAST-TIME,CHECKPOINT-CONTROL.CK-POSITION.CK-LAST-TIME,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,26
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-INIT,REC-CKPRST-CHECKPOINT-CONTROL,CK-PHASE-INIT,CHECKPOINT-CONTROL.CK-POSITION.CK-PHASE.CK-PHASE-INIT,88,CONDITION,0,0,False,N/A,,False,True,,local,28
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-READ,REC-CKPRST-CHECKPOINT-CONTROL,CK-PHASE-READ,CHECKPOINT-CONTROL.CK-POSITION.CK-PHASE.CK-PHASE-READ,88,CONDITION,0,0,False,N/A,,False,True,,local,29
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-PROC,REC-CKPRST-CHECKPOINT-CONTROL,CK-PHASE-PROC,CHECKPOINT-CONTROL.CK-POSITION.CK-PHASE.CK-PHASE-PROC,88,CONDITION,0,0,False,N/A,,False,True,,local,30
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-UPDT,REC-CKPRST-CHECKPOINT-CONTROL,CK-PHASE-UPDT,CHECKPOINT-CONTROL.CK-POSITION.CK-PHASE.CK-PHASE-UPDT,88,CONDITION,0,0,False,N/A,,False,True,,local,31
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-TERM,REC-CKPRST-CHECKPOINT-CONTROL,CK-PHASE-TERM,CHECKPOINT-CONTROL.CK-POSITION.CK-PHASE.CK-PHASE-TERM,88,CONDITION,0,0,False,N/A,,False,True,,local,32
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FILE-NAME,REC-CKPRST-CHECKPOINT-CONTROL,CK-FILE-NAME,CHECKPOINT-CONTROL.CK-RESOURCES.CK-FILE-STATUS.CK-FILE-NAME,15,STRING,1,0,False,DISPLAY,X(,False,False,,local,36
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FILE-POS,REC-CKPRST-CHECKPOINT-CONTROL,CK-FILE-POS,CHECKPOINT-CONTROL.CK-RESOURCES.CK-FILE-STATUS.CK-FILE-POS,15,STRING,1,0,False,DISPLAY,X(,False,False,,local,37
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FILE-STATUS,REC-CKPRST-CHECKPOINT-CONTROL,CK-FILE-STATUS,CHECKPOINT-CONTROL.CK-RESOURCES.CK-FILE-STATUS.CK-FILE-STATUS,15,STRING,1,0,False,DISPLAY,X(,False,False,,local,38
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-COMMIT-FREQ,REC-CKPRST-CHECKPOINT-CONTROL,CK-COMMIT-FREQ,CHECKPOINT-CONTROL.CK-CONTROL-INFO.CK-COMMIT-FREQ,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,local,41
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MAX-ERRORS,REC-CKPRST-CHECKPOINT-CONTROL,CK-MAX-ERRORS,CHECKPOINT-CONTROL.CK-CONTROL-INFO.CK-MAX-ERRORS,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,local,42
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MAX-RESTARTS,REC-CKPRST-CHECKPOINT-CONTROL,CK-MAX-RESTARTS,CHECKPOINT-CONTROL.CK-CONTROL-INFO.CK-MAX-RESTARTS,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,local,43
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MODE-NORMAL,REC-CKPRST-CHECKPOINT-CONTROL,CK-MODE-NORMAL,CHECKPOINT-CONTROL.CK-CONTROL-INFO.CK-RESTART-MODE.CK-MODE-NORMAL,88,CONDITION,0,0,False,N/A,,False,True,,local,45
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MODE-RESTART,REC-CKPRST-CHECKPOINT-CONTROL,CK-MODE-RESTART,CHECKPOINT-CONTROL.CK-CONTROL-INFO.CK-RESTART-MODE.CK-MODE-RESTART,88,CONDITION,0,0,False,N/A,,False,True,,local,46
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MODE-RECOVER,REC-CKPRST-CHECKPOINT-CONTROL,CK-MODE-RECOVER,CHECKPOINT-CONTROL.CK-CONTROL-INFO.CK-RESTART-MODE.CK-MODE-RECOVER,88,CONDITION,0,0,False,N/A,,False,True,,local,47
FLD-REC-CKPRST-CHECKPOINT-RECORD-CKR-PROGRAM-ID,REC-CKPRST-CHECKPOINT-RECORD,CKR-PROGRAM-ID,CHECKPOINT-RECORD.CKR-KEY.CKR-PROGRAM-ID,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,54
FLD-REC-CKPRST-CHECKPOINT-RECORD-CKR-RUN-DATE,REC-CKPRST-CHECKPOINT-RECORD,CKR-RUN-DATE,CHECKPOINT-RECORD.CKR-KEY.CKR-RUN-DATE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,55
FLD-REC-CKPRST-CHECKPOINT-RECORD-CKR-DATA,REC-CKPRST-CHECKPOINT-RECORD,CKR-DATA,CHECKPOINT-RECORD.CKR-DATA,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,56
FLD-REC-COMMON-RETURN-CODES-RC-SUCCESS,REC-COMMON-RETURN-CODES,RC-SUCCESS,RETURN-CODES.RC-SUCCESS,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,local,9
FLD-REC-COMMON-RETURN-CODES-RC-WARNING,REC-COMMON-RETURN-CODES,RC-WARNING,RETURN-CODES.RC-WARNING,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,local,10
FLD-REC-COMMON-RETURN-CODES-RC-ERROR,REC-COMMON-RETURN-CODES,RC-ERROR,RETURN-CODES.RC-ERROR,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,local,11
FLD-REC-COMMON-RETURN-CODES-RC-SEVERE,REC-COMMON-RETURN-CODES,RC-SEVERE,RETURN-CODES.RC-SEVERE,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,local,12
FLD-REC-COMMON-RETURN-CODES-RC-CRITICAL,REC-COMMON-RETURN-CODES,RC-CRITICAL,RETURN-CODES.RC-CRITICAL,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,local,13
FLD-REC-COMMON-STATUS-CODES-STATUS-ACTIVE,REC-COMMON-STATUS-CODES,STATUS-ACTIVE,STATUS-CODES.STATUS-ACTIVE,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,17
FLD-REC-COMMON-STATUS-CODES-STATUS-CLOSED,REC-COMMON-STATUS-CODES,STATUS-CLOSED,STATUS-CODES.STATUS-CLOSED,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,18
FLD-REC-COMMON-STATUS-CODES-STATUS-PENDING,REC-COMMON-STATUS-CODES,STATUS-PENDING,STATUS-CODES.STATUS-PENDING,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,19
FLD-REC-COMMON-STATUS-CODES-STATUS-SUSPENDED,REC-COMMON-STATUS-CODES,STATUS-SUSPENDED,STATUS-CODES.STATUS-SUSPENDED,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,20
FLD-REC-COMMON-STATUS-CODES-STATUS-FAILED,REC-COMMON-STATUS-CODES,STATUS-FAILED,STATUS-CODES.STATUS-FAILED,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,21
FLD-REC-COMMON-STATUS-CODES-STATUS-REVERSED,REC-COMMON-STATUS-CODES,STATUS-REVERSED,STATUS-CODES.STATUS-REVERSED,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,22
FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-BUY,REC-COMMON-TRANSACTION-TYPES,TRN-TYPE-BUY,TRANSACTION-TYPES.TRN-TYPE-BUY,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,26
FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-SELL,REC-COMMON-TRANSACTION-TYPES,TRN-TYPE-SELL,TRANSACTION-TYPES.TRN-TYPE-SELL,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,27
FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-TRANSFER,REC-COMMON-TRANSACTION-TYPES,TRN-TYPE-TRANSFER,TRANSACTION-TYPES.TRN-TYPE-TRANSFER,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,28
FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-FEE,REC-COMMON-TRANSACTION-TYPES,TRN-TYPE-FEE,TRANSACTION-TYPES.TRN-TYPE-FEE,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,29
FLD-REC-COMMON-COMMON-DATETIME-CURR-YEAR,REC-COMMON-COMMON-DATETIME,CURR-YEAR,COMMON-DATETIME.CURRENT-DATE.CURR-YEAR,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,34
FLD-REC-COMMON-COMMON-DATETIME-CURR-MONTH,REC-COMMON-COMMON-DATETIME,CURR-MONTH,COMMON-DATETIME.CURRENT-DATE.CURR-MONTH,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,35
FLD-REC-COMMON-COMMON-DATETIME-CURR-DAY,REC-COMMON-COMMON-DATETIME,CURR-DAY,COMMON-DATETIME.CURRENT-DATE.CURR-DAY,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,36
FLD-REC-COMMON-COMMON-DATETIME-CURR-HOUR,REC-COMMON-COMMON-DATETIME,CURR-HOUR,COMMON-DATETIME.CURRENT-TIME.CURR-HOUR,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,38
FLD-REC-COMMON-COMMON-DATETIME-CURR-MINUTE,REC-COMMON-COMMON-DATETIME,CURR-MINUTE,COMMON-DATETIME.CURRENT-TIME.CURR-MINUTE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,39
FLD-REC-COMMON-COMMON-DATETIME-CURR-SECOND,REC-COMMON-COMMON-DATETIME,CURR-SECOND,COMMON-DATETIME.CURRENT-TIME.CURR-SECOND,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,40
FLD-REC-COMMON-COMMON-DATETIME-CURR-MSEC,REC-COMMON-COMMON-DATETIME,CURR-MSEC,COMMON-DATETIME.CURRENT-TIME.CURR-MSEC,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,41
FLD-REC-COMMON-ERROR-HANDLING-ERROR-CODE,REC-COMMON-ERROR-HANDLING,ERROR-CODE,ERROR-HANDLING.ERROR-CODE,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,45
FLD-REC-COMMON-ERROR-HANDLING-ERROR-MODULE,REC-COMMON-ERROR-HANDLING,ERROR-MODULE,ERROR-HANDLING.ERROR-MODULE,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,46
FLD-REC-COMMON-ERROR-HANDLING-ERROR-ROUTINE,REC-COMMON-ERROR-HANDLING,ERROR-ROUTINE,ERROR-HANDLING.ERROR-ROUTINE,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,47
FLD-REC-COMMON-ERROR-HANDLING-ERROR-MESSAGE,REC-COMMON-ERROR-HANDLING,ERROR-MESSAGE,ERROR-HANDLING.ERROR-MESSAGE,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,48
FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-TIMESTAMP,REC-COMMON-AUDIT-FIELDS,AUDIT-TIMESTAMP,AUDIT-FIELDS.AUDIT-TIMESTAMP,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,52
FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-USER,REC-COMMON-AUDIT-FIELDS,AUDIT-USER,AUDIT-FIELDS.AUDIT-USER,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,53
FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-TERMINAL,REC-COMMON-AUDIT-FIELDS,AUDIT-TERMINAL,AUDIT-FIELDS.AUDIT-TERMINAL,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,54
FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-PROGRAM,REC-COMMON-AUDIT-FIELDS,AUDIT-PROGRAM,AUDIT-FIELDS.AUDIT-PROGRAM,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,55
FLD-REC-COMMON-CURRENCY-CODES-CURR-USD,REC-COMMON-CURRENCY-CODES,CURR-USD,CURRENCY-CODES.CURR-USD,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,59
FLD-REC-COMMON-CURRENCY-CODES-CURR-EUR,REC-COMMON-CURRENCY-CODES,CURR-EUR,CURRENCY-CODES.CURR-EUR,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,60
FLD-REC-COMMON-CURRENCY-CODES-CURR-GBP,REC-COMMON-CURRENCY-CODES,CURR-GBP,CURRENCY-CODES.CURR-GBP,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,61
FLD-REC-COMMON-CURRENCY-CODES-CURR-JPY,REC-COMMON-CURRENCY-CODES,CURR-JPY,CURRENCY-CODES.CURR-JPY,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,62
FLD-REC-COMMON-CURRENCY-CODES-CURR-CAD,REC-COMMON-CURRENCY-CODES,CURR-CAD,CURRENCY-CODES.CURR-CAD,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,63
FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-VSAM,REC-ERRHAND-ERR-CATEGORIES,ERR-CAT-VSAM,ERR-CATEGORIES.ERR-CAT-VSAM,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,12
FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-VALID,REC-ERRHAND-ERR-CATEGORIES,ERR-CAT-VALID,ERR-CATEGORIES.ERR-CAT-VALID,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,13
FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-PROC,REC-ERRHAND-ERR-CATEGORIES,ERR-CAT-PROC,ERR-CATEGORIES.ERR-CAT-PROC,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,14
FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-SYSTEM,REC-ERRHAND-ERR-CATEGORIES,ERR-CAT-SYSTEM,ERR-CATEGORIES.ERR-CAT-SYSTEM,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,15
FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-SUCCESS,REC-ERRHAND-ERR-RETURN-CODES,ERR-SUCCESS,ERR-RETURN-CODES.ERR-SUCCESS,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,21
FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-WARNING,REC-ERRHAND-ERR-RETURN-CODES,ERR-WARNING,ERR-RETURN-CODES.ERR-WARNING,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,22
FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-ERROR,REC-ERRHAND-ERR-RETURN-CODES,ERR-ERROR,ERR-RETURN-CODES.ERR-ERROR,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,23
FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-SEVERE,REC-ERRHAND-ERR-RETURN-CODES,ERR-SEVERE,ERR-RETURN-CODES.ERR-SEVERE,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,24
FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-TERMINAL,REC-ERRHAND-ERR-RETURN-CODES,ERR-TERMINAL,ERR-RETURN-CODES.ERR-TERMINAL,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,25
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-DATE,REC-ERRHAND-ERR-MESSAGE,ERR-DATE,ERR-MESSAGE.ERR-TIMESTAMP.ERR-DATE,10,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,32
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-TIME,REC-ERRHAND-ERR-MESSAGE,ERR-TIME,ERR-MESSAGE.ERR-TIMESTAMP.ERR-TIME,10,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,33
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-PROGRAM,REC-ERRHAND-ERR-MESSAGE,ERR-PROGRAM,ERR-MESSAGE.ERR-PROGRAM,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,34
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-CATEGORY,REC-ERRHAND-ERR-MESSAGE,ERR-CATEGORY,ERR-MESSAGE.ERR-CATEGORY,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,35
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-CODE,REC-ERRHAND-ERR-MESSAGE,ERR-CODE,ERR-MESSAGE.ERR-CODE,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,36
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-SEVERITY,REC-ERRHAND-ERR-MESSAGE,ERR-SEVERITY,ERR-MESSAGE.ERR-SEVERITY,5,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,37
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-TEXT,REC-ERRHAND-ERR-MESSAGE,ERR-TEXT,ERR-MESSAGE.ERR-TEXT,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,38
FLD-REC-ERRHAND-ERR-MESSAGE-ERR-DETAILS,REC-ERRHAND-ERR-MESSAGE,ERR-DETAILS,ERR-MESSAGE.ERR-DETAILS,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,39
FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-SUCCESS,REC-ERRHAND-ERR-VSAM-STATUSES,ERR-VSAM-SUCCESS,ERR-VSAM-STATUSES.ERR-VSAM-SUCCESS,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,45
FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-DUPKEY,REC-ERRHAND-ERR-VSAM-STATUSES,ERR-VSAM-DUPKEY,ERR-VSAM-STATUSES.ERR-VSAM-DUPKEY,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,46
FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-NOTFND,REC-ERRHAND-ERR-VSAM-STATUSES,ERR-VSAM-NOTFND,ERR-VSAM-STATUSES.ERR-VSAM-NOTFND,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,47
FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-EOF,REC-ERRHAND-ERR-VSAM-STATUSES,ERR-VSAM-EOF,ERR-VSAM-STATUSES.ERR-VSAM-EOF,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,48
FLD-REC-ERRHAND-ERR-VSAM-MSGS-ERR-VSAM-22,REC-ERRHAND-ERR-VSAM-MSGS,ERR-VSAM-22,ERR-VSAM-MSGS.ERR-VSAM-22,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,51
FLD-REC-ERRHAND-ERR-VSAM-MSGS-ERR-VSAM-23,REC-ERRHAND-ERR-VSAM-MSGS,ERR-VSAM-23,ERR-VSAM-MSGS.ERR-VSAM-23,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,53
FLD-REC-ERRHAND-ERR-VSAM-MSGS-ERR-OTHER,REC-ERRHAND-ERR-VSAM-MSGS,ERR-OTHER,ERR-VSAM-MSGS.ERR-OTHER,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,55
FLD-REC-HISTREC-HISTORY-RECORD-HIST-PORTFOLIO-ID,REC-HISTREC-HISTORY-RECORD,HIST-PORTFOLIO-ID,HISTORY-RECORD.HIST-KEY.HIST-PORTFOLIO-ID,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,8
FLD-REC-HISTREC-HISTORY-RECORD-HIST-DATE,REC-HISTREC-HISTORY-RECORD,HIST-DATE,HISTORY-RECORD.HIST-KEY.HIST-DATE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,9
FLD-REC-HISTREC-HISTORY-RECORD-HIST-TIME,REC-HISTREC-HISTORY-RECORD,HIST-TIME,HISTORY-RECORD.HIST-KEY.HIST-TIME,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,10
FLD-REC-HISTREC-HISTORY-RECORD-HIST-SEQ-NO,REC-HISTREC-HISTORY-RECORD,HIST-SEQ-NO,HISTORY-RECORD.HIST-KEY.HIST-SEQ-NO,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,11
FLD-REC-HISTREC-HISTORY-RECORD-HIST-TYPE-PORT,REC-HISTREC-HISTORY-RECORD,HIST-TYPE-PORT,HISTORY-RECORD.HIST-DATA.HIST-RECORD-TYPE.HIST-TYPE-PORT,88,CONDITION,0,0,False,N/A,,False,True,,local,14
FLD-REC-HISTREC-HISTORY-RECORD-HIST-TYPE-POS,REC-HISTREC-HISTORY-RECORD,HIST-TYPE-POS,HISTORY-RECORD.HIST-DATA.HIST-RECORD-TYPE.HIST-TYPE-POS,88,CONDITION,0,0,False,N/A,,False,True,,local,15
FLD-REC-HISTREC-HISTORY-RECORD-HIST-TYPE-TRN,REC-HISTREC-HISTORY-RECORD,HIST-TYPE-TRN,HISTORY-RECORD.HIST-DATA.HIST-RECORD-TYPE.HIST-TYPE-TRN,88,CONDITION,0,0,False,N/A,,False,True,,local,16
FLD-REC-HISTREC-HISTORY-RECORD-HIST-ACTION-ADD,REC-HISTREC-HISTORY-RECORD,HIST-ACTION-ADD,HISTORY-RECORD.HIST-DATA.HIST-ACTION-CODE.HIST-ACTION-ADD,88,CONDITION,0,0,False,N/A,,False,True,,local,18
FLD-REC-HISTREC-HISTORY-RECORD-HIST-ACTION-CHG,REC-HISTREC-HISTORY-RECORD,HIST-ACTION-CHG,HISTORY-RECORD.HIST-DATA.HIST-ACTION-CODE.HIST-ACTION-CHG,88,CONDITION,0,0,False,N/A,,False,True,,local,19
FLD-REC-HISTREC-HISTORY-RECORD-HIST-ACTION-DEL,REC-HISTREC-HISTORY-RECORD,HIST-ACTION-DEL,HISTORY-RECORD.HIST-DATA.HIST-ACTION-CODE.HIST-ACTION-DEL,88,CONDITION,0,0,False,N/A,,False,True,,local,20
FLD-REC-HISTREC-HISTORY-RECORD-HIST-BEFORE-IMAGE,REC-HISTREC-HISTORY-RECORD,HIST-BEFORE-IMAGE,HISTORY-RECORD.HIST-DATA.HIST-BEFORE-IMAGE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,21
FLD-REC-HISTREC-HISTORY-RECORD-HIST-AFTER-IMAGE,REC-HISTREC-HISTORY-RECORD,HIST-AFTER-IMAGE,HISTORY-RECORD.HIST-DATA.HIST-AFTER-IMAGE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,22
FLD-REC-HISTREC-HISTORY-RECORD-HIST-REASON-CODE,REC-HISTREC-HISTORY-RECORD,HIST-REASON-CODE,HISTORY-RECORD.HIST-DATA.HIST-REASON-CODE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,23
FLD-REC-HISTREC-HISTORY-RECORD-HIST-PROCESS-DATE,REC-HISTREC-HISTORY-RECORD,HIST-PROCESS-DATE,HISTORY-RECORD.HIST-AUDIT.HIST-PROCESS-DATE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,25
FLD-REC-HISTREC-HISTORY-RECORD-HIST-PROCESS-USER,REC-HISTREC-HISTORY-RECORD,HIST-PROCESS-USER,HISTORY-RECORD.HIST-AUDIT.HIST-PROCESS-USER,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,26
FLD-REC-HISTREC-HISTORY-RECORD-HIST-FILLER,REC-HISTREC-HISTORY-RECORD,HIST-FILLER,HISTORY-RECORD.HIST-FILLER,5,STRING,1,0,False,DISPLAY,X(,False,False,,local,27
FLD-REC-PORTFLIO-PORT-RECORD-PORT-ID,REC-PORTFLIO-PORT-RECORD,PORT-ID,PORT-RECORD.PORT-KEY.PORT-ID,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,13
FLD-REC-PORTFLIO-PORT-RECORD-PORT-ACCOUNT-NO,REC-PORTFLIO-PORT-RECORD,PORT-ACCOUNT-NO,PORT-RECORD.PORT-KEY.PORT-ACCOUNT-NO,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,14
FLD-REC-PORTFLIO-PORT-RECORD-PORT-CLIENT-NAME,REC-PORTFLIO-PORT-RECORD,PORT-CLIENT-NAME,PORT-RECORD.PORT-CLIENT-INFO.PORT-CLIENT-NAME,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,16
FLD-REC-PORTFLIO-PORT-RECORD-PORT-INDIVIDUAL,REC-PORTFLIO-PORT-RECORD,PORT-INDIVIDUAL,PORT-RECORD.PORT-CLIENT-INFO.PORT-CLIENT-TYPE.PORT-INDIVIDUAL,88,CONDITION,0,0,False,N/A,,False,True,,local,18
FLD-REC-PORTFLIO-PORT-RECORD-PORT-CORPORATE,REC-PORTFLIO-PORT-RECORD,PORT-CORPORATE,PORT-RECORD.PORT-CLIENT-INFO.PORT-CLIENT-TYPE.PORT-CORPORATE,88,CONDITION,0,0,False,N/A,,False,True,,local,19
FLD-REC-PORTFLIO-PORT-RECORD-PORT-TRUST,REC-PORTFLIO-PORT-RECORD,PORT-TRUST,PORT-RECORD.PORT-CLIENT-INFO.PORT-CLIENT-TYPE.PORT-TRUST,88,CONDITION,0,0,False,N/A,,False,True,,local,20
FLD-REC-PORTFLIO-PORT-RECORD-PORT-CREATE-DATE,REC-PORTFLIO-PORT-RECORD,PORT-CREATE-DATE,PORT-RECORD.PORT-PORTFOLIO-INFO.PORT-CREATE-DATE,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,local,22
FLD-REC-PORTFLIO-PORT-RECORD-PORT-LAST-MAINT,REC-PORTFLIO-PORT-RECORD,PORT-LAST-MAINT,PORT-RECORD.PORT-PORTFOLIO-INFO.PORT-LAST-MAINT,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,local,23
FLD-REC-PORTFLIO-PORT-RECORD-PORT-ACTIVE,REC-PORTFLIO-PORT-RECORD,PORT-ACTIVE,PORT-RECORD.PORT-PORTFOLIO-INFO.PORT-STATUS.PORT-ACTIVE,88,CONDITION,0,0,False,N/A,,False,True,,local,25
FLD-REC-PORTFLIO-PORT-RECORD-PORT-CLOSED,REC-PORTFLIO-PORT-RECORD,PORT-CLOSED,PORT-RECORD.PORT-PORTFOLIO-INFO.PORT-STATUS.PORT-CLOSED,88,CONDITION,0,0,False,N/A,,False,True,,local,26
FLD-REC-PORTFLIO-PORT-RECORD-PORT-SUSPENDED,REC-PORTFLIO-PORT-RECORD,PORT-SUSPENDED,PORT-RECORD.PORT-PORTFOLIO-INFO.PORT-STATUS.PORT-SUSPENDED,88,CONDITION,0,0,False,N/A,,False,True,,local,27
