:START_ID,source_type,section,:END_ID,:TYPE
DB2CMT,program_ws,WORKING-STORAGE,REC-DB2CMT_WS-WS-COMMIT-COUNT,DEFINES
DB2CMT,program_ws,WORKING-STORAGE,REC-DB2CMT_WS-WS-ROLLBACK-COUNT,DEFINES
DB2CMT,program_ws,WORKING-STORAGE,REC-DB2CMT_WS-WS-SAVEPOINT-COUNT,DEFINES
DB2CMT,program_ws,WORKING-STORAGE,REC-DB2CMT_WS-WS-CURRENT-TIMESTAMP,DEFINES
DB2CONN,program_ws,WORKING-STORAGE,REC-DB2CONN_WS-WS-DB-NAME,DEFINES
DB2CONN,program_ws,WORKING-STORAGE,REC-DB2CONN_WS-WS-PLAN-NAME,DEFINES
DB2CONN,program_ws,WORKING-STORAGE,REC-DB2CONN_WS-WS-CONNECTION-STATE,DEFINES
DB2CONN,program_ws,WORKING-STORAGE,REC-DB2CONN_WS-WS-CONNECTED,DEFINES
DB2CONN,program_ws,WORKING-STORAGE,REC-DB2CONN_WS-WS-DISCONNECTED,DEFINES
DB2CONN,program_ws,WORKING-STORAGE,REC-DB2CONN_WS-WS-RETRY-COUNT,DEFINES
DB2CONN,program_ws,WORKING-STORAGE,REC-DB2CONN_WS-WS-MAX-RETRIES,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-ERRLOG-REC,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-CURRENT-TIMESTAMP,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-FORMATTED-SQLCODE,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-ERROR-CATEGORIES,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-DEADLOCK,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-TIMEOUT,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-CONNECTION-ERROR,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-DUP-KEY,DEFINES
DB2ERR,program_ws,WORKING-STORAGE,REC-DB2ERR_WS-WS-NOT-FOUND,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-STATS-RECORD,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-PROGRAM-ID,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-START-TIME,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-END-TIME,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-ROWS-READ,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-ROWS-INSERTED,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-ROWS-UPDATED,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-ROWS-DELETED,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-COMMITS,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-ROLLBACKS,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-CPU-TIME,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-ELAPSED-TIME,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-CURRENT-TIMESTAMP,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-START-TIMESTAMP,DEFINES
DB2STAT,program_ws,WORKING-STORAGE,REC-DB2STAT_WS-WS-FORMATTED-TIME,DEFINES
ERRPROC,program_ws,WORKING-STORAGE,REC-ERRPROC_WS-WS-WORK-AREAS,DEFINES
ERRPROC,program_ws,WORKING-STORAGE,REC-ERRPROC_WS-WS-LOG-STATUS,DEFINES
ERRPROC,program_ws,WORKING-STORAGE,REC-ERRPROC_WS-WS-FORMATTED-TIME,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-DB2-AREA,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-CURSOR-STATS,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-FETCH-COUNT,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-ROWS-FETCHED,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-FETCH-TIME,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-ARRAY-AREA,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-MAX-ROWS,DEFINES
CURSMGR,program_ws,WORKING-STORAGE,REC-CURSMGR_WS-WS-ARRAY-SIZE,DEFINES
DB2ONLN,program_ws,WORKING-STORAGE,REC-DB2ONLN_WS-WS-DB2-AREA,DEFINES
DB2ONLN,program_ws,WORKING-STORAGE,REC-DB2ONLN_WS-WS-POOL-STATS,DEFINES
DB2ONLN,program_ws,WORKING-STORAGE,REC-DB2ONLN_WS-WS-TOTAL-CONNECTIONS,DEFINES
DB2ONLN,program_ws,WORKING-STORAGE,REC-DB2ONLN_WS-WS-ACTIVE-CONNECTIONS,DEFINES
DB2ONLN,program_ws,WORKING-STORAGE,REC-DB2ONLN_WS-WS-AVAILABLE-CONNECTIONS,DEFINES
DB2ONLN,program_ws,WORKING-STORAGE,REC-DB2ONLN_WS-WS-MAX-CONNECTIONS,DEFINES
DB2ONLN,program_ws,WORKING-STORAGE,REC-DB2ONLN_WS-WS-ERROR-AREA,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-DB2-AREA,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-RECOVERY-STATS,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-RETRY-COUNT,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-MAX-RETRIES,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-RETRY-INTERVAL,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-LAST-ERROR,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-ERROR-AREA,DEFINES
DB2RECV,program_ws,WORKING-STORAGE,REC-DB2RECV_WS-WS-DB2-REQUEST,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-WS-ERROR-AREA,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-WS-DB2-AREA,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-WS-ERRLOG-RECORD,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-TIMESTAMP,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-PROGRAM,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-PARAGRAPH,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-SQLCODE,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-CICS-RESP,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-SEVERITY,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-MESSAGE,DEFINES
ERRHNDL,program_ws,WORKING-STORAGE,REC-ERRHNDL_WS-LOG-TRACE-ID,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-COMMAREA,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-DB2-AREA,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-HISTORY-TABLE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-HISTORY-ENTRY,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-TRANS-DATE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-TRANS-TYPE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-TRANS-UNITS,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-TRANS-PRICE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-TRANS-AMOUNT,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-FLAGS,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-RESPONSE-CODE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-MORE-HISTORY,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-MORE-ROWS,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-NO-MORE-ROWS,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-ROW-COUNT,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-DB2-REQUEST,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-DB2-REQUEST-TYPE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-DB2-RESPONSE-CODE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-DB2-CONNECTION-TOKEN,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-DB2-ERROR-INFO,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-DB2-SQLCODE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-DB2-ERROR-MSG,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-CURSOR-REQUEST,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-CURS-REQUEST-TYPE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-CURS-NAME,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-CURS-STMT,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-CURS-ARRAY-FETCH,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-CURS-RESPONSE-CODE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-CURS-DATA-AREA,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-CURS-DATA-LENGTH,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-WS-RECOVERY-REQUEST,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-REQUEST-TYPE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-RESPONSE-CODE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-SQLCODE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-ERROR-INFO,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-PROGRAM,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-CURSOR,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-MESSAGE,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-STATUS,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-SUCCESS,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-FAILED,DEFINES
INQHIST,program_ws,WORKING-STORAGE,REC-INQHIST_WS-RECV-RETRY,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-WS-COMMAREA,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-WS-FLAGS,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-WS-END-OF-SESSION,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SESSION-ACTIVE,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SESSION-TERMINATED,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-WS-RESPONSE-CODE,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-WS-ERROR-AREA,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-WS-SECURITY-REQUEST,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SEC-REQUEST-TYPE,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SEC-USER-ID,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SEC-RESOURCE-NAME,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SEC-ACCESS-TYPE,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SEC-RESPONSE-CODE,DEFINES
INQONLN,program_ws,WORKING-STORAGE,REC-INQONLN_WS-SEC-ERROR-INFO,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-COMMAREA,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-POSITION-RECORD,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-DB2-POSITION,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-FLAGS,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-RESPONSE-CODE,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-POSITION-FOUND,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-POSITION-EXISTS,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-NO-POSITION,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-MAP-FIELDS,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-ACCOUNT-LABEL,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-FUND-LABEL,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-UNITS-LABEL,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-COST-LABEL,DEFINES
INQPORT,program_ws,WORKING-STORAGE,REC-INQPORT_WS-WS-VALUE-LABEL,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-DB2-AREA,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-SECURITY-AREA,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-USER-ID,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-TERMINAL-ID,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-TRANSACTION-ID,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-PROGRAM-NAME,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-ACCESS-TYPE,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-TIMESTAMP,DEFINES
SECMGR,program_ws,WORKING-STORAGE,REC-SECMGR_WS-WS-ERROR-AREA,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-CONSTANTS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-PROGRAM-NAME,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-SUCCESS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-ERROR,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-SWITCHES,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-FILE-STATUS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-SUCCESS-STATUS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-DUP-STATUS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-EOF-STATUS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-INPUT-STATUS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-INPUT-SUCCESS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-INPUT-EOF,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-END-OF-FILE-SW,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-END-OF-FILE,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-NOT-END-OF-FILE,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-WORK-AREAS,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-ADD-COUNT,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-ERROR-COUNT,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-DUP-COUNT,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-RETURN-CODE,DEFINES
PORTADD,program_ws,WORKING-STORAGE,REC-PORTADD_WS-WS-CURRENT-DATE,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-CONSTANTS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-PROGRAM-NAME,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-SUCCESS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-ERROR,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-SWITCHES,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-FILE-STATUS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-SUCCESS-STATUS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-REC-NOT-FND,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-EOF-STATUS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-DEL-STATUS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-DEL-SUCCESS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-DEL-EOF,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-AUD-STATUS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-AUD-SUCCESS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-END-OF-FILE-SW,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-END-OF-FILE,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-NOT-END-OF-FILE,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-WORK-AREAS,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-DELETE-COUNT,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-ERROR-COUNT,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-NOT-FND-COUNT,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-RETURN-CODE,DEFINES
PORTDEL,program_ws,WORKING-STORAGE,REC-PORTDEL_WS-WS-TIMESTAMP,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-CONSTANTS,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-PROGRAM-NAME,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-SUCCESS,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-ERROR,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-ERROR-TEXT,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-SWITCHES,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-PORT-STATUS,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-PORT-SUCCESS,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-PORT-EOF,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-PORT-NOT-FOUND,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-PORT-DUP-KEY,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-VALID-STATUS,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-VALID-STATUS,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-END-OF-FILE-SW,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-END-OF-FILE,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-NOT-END-OF-FILE,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-WORK-AREAS,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-CURRENT-DATE,DEFINES
PORTMSTR,program_ws,WORKING-STORAGE,REC-PORTMSTR_WS-WS-RETURN-CODE,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-CONSTANTS,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-PROGRAM-NAME,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-SUCCESS,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-ERROR,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-SWITCHES,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-FILE-STATUS,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-SUCCESS-STATUS,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-EOF-STATUS,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-REC-NOT-FND,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-END-OF-FILE-SW,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-END-OF-FILE,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-NOT-END-OF-FILE,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-WORK-AREAS,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-RECORD-COUNT,DEFINES
PORTREAD,program_ws,WORKING-STORAGE,REC-PORTREAD_WS-WS-RETURN-CODE,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-VARIABLES,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-FILE-STATUS,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-RECORD-COUNT,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-MAX-RECORDS,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-CURRENT-DATE,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-TEST-VALUES,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-CLIENT-TYPES,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-STATUS-TYPES,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-NAME-PREFIX,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-SUBSCRIPTS,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-TYPE-SUB,DEFINES
PORTTEST,program_ws,WORKING-STORAGE,REC-PORTTEST_WS-WS-STATUS-SUB,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-FILE-STATUS,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-TRAN-STATUS,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-PORT-STATUS,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-COUNTERS,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-READ-COUNT,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-PROCESS-COUNT,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-ERROR-COUNT,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-WS-EOF-FLAG,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-END-OF-FILE,DEFINES
PORTTRAN,program_ws,WORKING-STORAGE,REC-PORTTRAN_WS-MORE-RECORDS,DEFINES
PORTUPDT,program_ws,WORKING-STORAGE,REC-PORTUPDT_WS-WS-CONSTANTS,DEFINES
PORTUPDT,program_ws,WORKING-STORAGE,REC-PORTUPDT_WS-WS-PROGRAM-NAME,DEFINES
PORTUPDT,program_ws,WORKING-STORAGE,REC-PORTUPDT_WS-WS-SUCCESS,DEFINES
PORTUPDT,program_ws,WORKING-STORAGE,REC-PORTUPDT_WS-WS-ERROR,DEFINES
PORTUPDT,program_ws,WORKING-STORAGE,REC-PORTUPDT_WS-WS-SWITCHES,DEFINES
PORTUPDT,program_ws,WORKING-STORAGE,REC-PORTUPDT_WS-WS-FILE-STATUS,DEFINES
PORTUPDT,program_ws,WORKING-STORAGE,REC-PORTUPDT_WS-WS-SUCCESS-STATUS,DEFINES
