:START_ID,section,:END_ID,:TYPE
PORTTRAN,2310-WRITE-AUDIT-RECORD,PORTTRAN::2310-WRITE-AUDIT-RECORD,CONTAINS
PORTTRAN,3000-TERMINATE,PORTTRAN::3000-TERMINATE,CONTAINS
PORTTRAN,9000-ERROR-ROUTINE,PORTTRAN::9000-ERROR-ROUTINE,CONTAINS
PORTUPDT,0000-MAIN,PORTUPDT::0000-MAIN,CONTAINS
PORTUPDT,1000-INITIALIZE,PORTUPDT::1000-INITIALIZE,CONTAINS
PORTUPDT,2000-PROCESS,PORTUPDT::2000-PROCESS,CONTAINS
PORTUPDT,2100-PROCESS-UPDATE,PORTUPDT::2100-PROCESS-UPDATE,CONTAINS
PORTUPDT,2200-APPLY-UPDATE,PORTUPDT::2200-APPLY-UPDATE,CONTAINS
PORTUPDT,3000-TERMINATE,PORTUPDT::3000-TERMINATE,CONTAINS
PORTVALD,0000-MAIN,PORTVALD::0000-MAIN,CONTAINS
PORTVALD,1000-VALIDATE-ID,PORTVALD::1000-VALIDATE-ID,CONTAINS
PORTVALD,2000-VALIDATE-ACCOUNT,PORTVALD::2000-VALIDATE-ACCOUNT,CONTAINS
PORTVALD,3000-VALIDATE-TYPE,PORTVALD::3000-VALIDATE-TYPE,CONTAINS
PORTVALD,4000-VALIDATE-AMOUNT,PORTVALD::4000-VALIDATE-AMOUNT,CONTAINS
TSTGEN00,0000-MAIN,TSTGEN00::0000-MAIN,CONTAINS
TSTGEN00,1000-INITIALIZE,TSTGEN00::1000-INITIALIZE,CONTAINS
TSTGEN00,1100-OPEN-FILES,TSTGEN00::1100-OPEN-FILES,CONTAINS
TSTGEN00,1200-INIT-RANDOM,TSTGEN00::1200-INIT-RANDOM,CONTAINS
TSTGEN00,1300-INIT-COUNTERS,TSTGEN00::1300-INIT-COUNTERS,CONTAINS
TSTGEN00,2000-PROCESS,TSTGEN00::2000-PROCESS,CONTAINS
TSTGEN00,2100-GENERATE-TEST-DATA,TSTGEN00::2100-GENERATE-TEST-DATA,CONTAINS
TSTGEN00,2200-GEN-PORTFOLIO,TSTGEN00::2200-GEN-PORTFOLIO,CONTAINS
TSTGEN00,2300-GEN-TRANSACTION,TSTGEN00::2300-GEN-TRANSACTION,CONTAINS
TSTGEN00,2400-GEN-ERROR-DATA,TSTGEN00::2400-GEN-ERROR-DATA,CONTAINS
TSTGEN00,2500-GEN-VOLUME-DATA,TSTGEN00::2500-GEN-VOLUME-DATA,CONTAINS
TSTGEN00,3000-CLEANUP,TSTGEN00::3000-CLEANUP,CONTAINS
TSTGEN00,9999-ERROR-HANDLER,TSTGEN00::9999-ERROR-HANDLER,CONTAINS
TSTGEN00,END-PERFORM,TSTGEN00::END-PERFORM,CONTAINS
TSTGEN00,RANDOM-SEED,TSTGEN00::RANDOM-SEED,CONTAINS
TSTVAL00,0000-MAIN,TSTVAL00::0000-MAIN,CONTAINS
TSTVAL00,1000-INITIALIZE,TSTVAL00::1000-INITIALIZE,CONTAINS
TSTVAL00,1100-OPEN-FILES,TSTVAL00::1100-OPEN-FILES,CONTAINS
TSTVAL00,1200-WRITE-HEADERS,TSTVAL00::1200-WRITE-HEADERS,CONTAINS
TSTVAL00,1300-INIT-METRICS,TSTVAL00::1300-INIT-METRICS,CONTAINS
TSTVAL00,2000-PROCESS,TSTVAL00::2000-PROCESS,CONTAINS
TSTVAL00,2100-EXECUTE-TEST,TSTVAL00::2100-EXECUTE-TEST,CONTAINS
TSTVAL00,2900-WRITE-SUMMARY,TSTVAL00::2900-WRITE-SUMMARY,CONTAINS
TSTVAL00,3000-CLEANUP,TSTVAL00::3000-CLEANUP,CONTAINS
TSTVAL00,9999-ERROR-HANDLER,TSTVAL00::9999-ERROR-HANDLER,CONTAINS
TSTVAL00,TEST-REPORT,TSTVAL00::TEST-REPORT,CONTAINS
UTLMNT00,0000-MAIN,UTLMNT00::0000-MAIN,CONTAINS
UTLMNT00,1000-INITIALIZE,UTLMNT00::1000-INITIALIZE,CONTAINS
UTLMNT00,1100-OPEN-FILES,UTLMNT00::1100-OPEN-FILES,CONTAINS
UTLMNT00,1200-INIT-PROCESSING,UTLMNT00::1200-INIT-PROCESSING,CONTAINS
UTLMNT00,2000-PROCESS,UTLMNT00::2000-PROCESS,CONTAINS
UTLMNT00,2100-PROCESS-FUNCTION,UTLMNT00::2100-PROCESS-FUNCTION,CONTAINS
UTLMNT00,2200-ARCHIVE-PROCESS,UTLMNT00::2200-ARCHIVE-PROCESS,CONTAINS
UTLMNT00,2300-CLEANUP-PROCESS,UTLMNT00::2300-CLEANUP-PROCESS,CONTAINS
UTLMNT00,2400-REORG-PROCESS,UTLMNT00::2400-REORG-PROCESS,CONTAINS
UTLMNT00,2500-ANALYZE-PROCESS,UTLMNT00::2500-ANALYZE-PROCESS,CONTAINS
UTLMNT00,3000-CLEANUP,UTLMNT00::3000-CLEANUP,CONTAINS
UTLMNT00,9999-ERROR-HANDLER,UTLMNT00::9999-ERROR-HANDLER,CONTAINS
UTLMNT00,END-PERFORM,UTLMNT00::END-PERFORM,CONTAINS
UTLMNT00,REPORT-FILE,UTLMNT00::REPORT-FILE,CONTAINS
UTLMON00,0000-MAIN,UTLMON00::0000-MAIN,CONTAINS
UTLMON00,1000-INITIALIZE,UTLMON00::1000-INITIALIZE,CONTAINS
UTLMON00,1100-OPEN-FILES,UTLMON00::1100-OPEN-FILES,CONTAINS
UTLMON00,1200-INIT-PROCESSING,UTLMON00::1200-INIT-PROCESSING,CONTAINS
UTLMON00,1300-READ-CONFIG,UTLMON00::1300-READ-CONFIG,CONTAINS
UTLMON00,2000-PROCESS,UTLMON00::2000-PROCESS,CONTAINS
UTLMON00,2100-COLLECT-METRICS,UTLMON00::2100-COLLECT-METRICS,CONTAINS
UTLMON00,2200-CHECK-THRESHOLDS,UTLMON00::2200-CHECK-THRESHOLDS,CONTAINS
UTLMON00,2300-LOG-STATUS,UTLMON00::2300-LOG-STATUS,CONTAINS
UTLMON00,2400-GENERATE-ALERTS,UTLMON00::2400-GENERATE-ALERTS,CONTAINS
UTLMON00,3000-CLEANUP,UTLMON00::3000-CLEANUP,CONTAINS
UTLMON00,9999-ERROR-HANDLER,UTLMON00::9999-ERROR-HANDLER,CONTAINS
UTLMON00,DB2-STATS,UTLMON00::DB2-STATS,CONTAINS
UTLMON00,END-PERFORM,UTLMON00::END-PERFORM,CONTAINS
UTLVAL00,0000-MAIN,UTLVAL00::0000-MAIN,CONTAINS
UTLVAL00,1000-INITIALIZE,UTLVAL00::1000-INITIALIZE,CONTAINS
UTLVAL00,1100-OPEN-FILES,UTLVAL00::1100-OPEN-FILES,CONTAINS
UTLVAL00,1200-INIT-PROCESSING,UTLVAL00::1200-INIT-PROCESSING,CONTAINS
UTLVAL00,2000-PROCESS,UTLVAL00::2000-PROCESS,CONTAINS
UTLVAL00,2100-PROCESS-VALIDATION,UTLVAL00::2100-PROCESS-VALIDATION,CONTAINS
UTLVAL00,2200-CHECK-INTEGRITY,UTLVAL00::2200-CHECK-INTEGRITY,CONTAINS
UTLVAL00,2300-CHECK-XREF,UTLVAL00::2300-CHECK-XREF,CONTAINS
UTLVAL00,2400-CHECK-FORMAT,UTLVAL00::2400-CHECK-FORMAT,CONTAINS
UTLVAL00,2500-CHECK-BALANCE,UTLVAL00::2500-CHECK-BALANCE,CONTAINS
UTLVAL00,3000-CLEANUP,UTLVAL00::3000-CLEANUP,CONTAINS
UTLVAL00,9999-ERROR-HANDLER,UTLVAL00::9999-ERROR-HANDLER,CONTAINS
UTLVAL00,END-PERFORM,UTLVAL00::END-PERFORM,CONTAINS
UTLVAL00,ERROR-REPORT,UTLVAL00::ERROR-REPORT,CONTAINS
